id,latitude,longitude,cluster
1857,39.858059,-104.678882,airport
1858,39.750147,-104.96307,city_park
1859,39.68866,-104.960196,wash_park
1860,39.76865,-104.894567,central_park
1861,39.767672,-104.887996,central_park
1862,39.709548,-104.989656,wash_park
1863,39.853504,-104.66847,airport
1864,39.725904,-104.980885,downtown
1865,39.834972,-104.663414,airport
1866,39.754889,-104.976628,downtown
1867,39.856407,-104.675798,airport
1868,39.754284,-104.954699,city_park
1869,39.727115,-105.010731,downtown
1870,39.754074,-104.974323,city_park
1871,39.859987,-104.657197,airport
1872,39.727924,-104.940139,city_park
1873,39.862225,-104.67193,airport
1874,39.761368,-104.960179,city_park
1875,39.704448,-104.969062,wash_park
1876,39.748291,-104.980372,downtown
1877,39.728258,-104.974809,downtown
1878,39.751291,-104.934799,city_park
1879,39.855015,-104.665933,airport
1880,39.694589,-104.99899,wash_park
1881,39.754651,-104.939009,city_park
1882,39.734173,-104.998062,downtown
1883,39.738862,-104.93627,city_park
1884,39.720819,-104.964702,wash_park
1885,39.780379,-104.866186,central_park
1886,39.763834,-104.938021,city_park
1887,39.697582,-104.975864,wash_park
1888,39.735262,-104.999848,downtown
1889,39.702909,-104.96516,wash_park
1890,39.711638,-104.978495,wash_park
1891,39.72788,-104.987796,downtown
1892,39.786562,-104.863262,central_park
1893,39.743886,-104.950774,city_park
1894,39.686603,-104.994115,wash_park
1895,39.749903,-104.977094,downtown
1896,39.75198,-104.97257,downtown
1897,39.75236,-104.945312,city_park
1898,39.758458,-104.897841,central_park
1899,39.851435,-104.678422,airport
1900,39.775107,-104.889033,central_park
1901,39.739588,-104.882319,central_park
1902,39.860306,-104.681995,airport
1903,39.704347,-104.978998,wash_park
1904,39.720685,-105.002418,downtown
1905,39.863844,-104.661082,airport
1906,39.742037,-104.990726,downtown
1907,39.748305,-104.958117,city_park
1908,39.730265,-104.952212,city_park
1909,39.697911,-104.96738,wash_park
1910,39.872274,-104.672182,airport
1911,39.778128,-104.877558,central_park
1912,39.865725,-104.666296,airport
1913,39.733487,-105.012993,downtown
1914,39.715886,-104.96798,wash_park
1915,39.712173,-104.978695,wash_park
1916,39.69733,-104.960251,wash_park
1917,39.858548,-104.677234,airport
1918,39.771216,-104.882315,central_park
1919,39.745003,-104.926222,city_park
1920,39.752856,-104.975307,city_park
1921,39.751152,-105.003626,downtown
1922,39.75331,-104.996357,downtown
1923,39.779814,-104.877649,central_park
1924,39.851978,-104.66813,airport
1925,39.870447,-104.665991,airport
1926,39.746533,-104.991341,downtown
1927,39.715754,-104.986475,downtown
1928,39.862737,-104.675793,airport
1929,39.706434,-104.958941,wash_park
1930,39.73578,-104.999054,downtown
1931,39.732699,-104.978857,downtown
1932,39.759282,-104.941846,city_park
1933,39.847962,-104.675745,airport
1934,39.863537,-104.701224,airport
1935,39.708433,-104.971605,wash_park
1936,39.768554,-104.883717,central_park
1937,39.766518,-104.855808,central_park
1938,39.736692,-104.972,downtown
1939,39.756575,-104.965291,city_park
1940,39.849019,-104.643145,airport
1941,39.75423,-104.946832,city_park
1942,39.742899,-104.96286,city_park
1943,39.744237,-104.996593,downtown
1944,39.76617,-104.894751,central_park
1945,39.733799,-104.99877,downtown
1946,39.849806,-104.695476,airport
1947,39.746227,-104.948981,city_park
1948,39.708664,-104.961791,wash_park
1949,39.764849,-104.958762,city_park
1950,39.732541,-104.979743,downtown
1951,39.753216,-104.998986,downtown
1952,39.758052,-104.994145,downtown
1953,39.853204,-104.679693,airport
1954,39.747636,-104.987623,downtown
1955,39.738783,-104.982652,downtown
1956,39.864625,-104.671434,airport
1957,39.730506,-104.97959,downtown
1958,39.732038,-104.964705,downtown
1959,39.742395,-104.954975,city_park
1960,39.747604,-104.953993,city_park
1961,39.713866,-104.971644,wash_park
1962,39.696837,-104.96838,wash_park
1963,39.785463,-104.886897,central_park
1964,39.719215,-105.000719,downtown
1965,39.741948,-104.973058,city_park
1966,39.780601,-104.873335,central_park
1967,39.723574,-104.976968,downtown
1968,39.750812,-104.952784,city_park
1969,39.849964,-104.677957,airport
1970,39.772127,-104.882476,central_park
1971,39.733945,-104.948983,city_park
1972,39.732642,-104.990884,downtown
1973,39.720271,-105.007938,downtown
1974,39.768864,-104.879797,central_park
1975,39.765904,-104.876532,central_park
1976,39.722817,-104.963719,downtown
1977,39.786251,-104.874874,central_park
1978,39.766025,-104.956007,city_park
1979,39.748291,-105.020206,downtown
1980,39.752362,-104.958986,city_park
1981,39.861951,-104.669483,airport
1982,39.767775,-104.981071,city_park
1983,39.755474,-104.995302,downtown
1984,39.720519,-104.975967,downtown
1985,39.733218,-104.961489,city_park
1986,39.709184,-104.964164,wash_park
1987,39.745229,-104.95617,city_park
1988,39.709314,-104.978806,wash_park
1989,39.853829,-104.673063,airport
1990,39.737211,-104.960399,downtown
1991,39.690651,-104.966999,wash_park
1992,39.762405,-104.878055,central_park
1993,39.856266,-104.667653,airport
1994,39.742914,-104.990459,downtown
1995,39.693726,-104.977556,wash_park
1996,39.764613,-104.894827,central_park
1997,39.86486,-104.66388,airport
1998,39.85946,-104.679611,airport
1999,39.730498,-104.967993,downtown
2000,39.743335,-104.98211,downtown
2001,39.755987,-104.960906,city_park
2002,39.716137,-104.99551,downtown
2003,39.748656,-104.962595,city_park
2004,39.739407,-105.00533,downtown
2005,39.779555,-104.901155,central_park
2006,39.733175,-105.007137,downtown
2007,39.722886,-105.00107,downtown
2008,39.7296,-104.991621,downtown
2009,39.736183,-104.932753,city_park
2010,39.74319,-104.983297,downtown
2011,39.750202,-105.000271,downtown
2012,39.692835,-104.972374,wash_park
2013,39.856295,-104.679599,airport
2014,39.764395,-104.944756,city_park
2015,39.76393,-104.883669,central_park
2016,39.756586,-104.977996,city_park
2017,39.85688,-104.68464,airport
2018,39.723059,-104.966041,wash_park
2019,39.742646,-104.995508,downtown
2020,39.742927,-104.985808,downtown
2021,39.732839,-105.009874,downtown
2022,39.7418,-105.010252,downtown
2023,39.75303,-104.976949,downtown
2024,39.752687,-104.952803,city_park
2025,39.752774,-104.983099,downtown
2026,39.709541,-104.996421,wash_park
2027,39.744399,-104.994763,downtown
2028,39.764277,-104.94247,city_park
2029,39.781272,-104.888509,central_park
2030,39.723051,-104.990377,downtown
2031,39.735069,-104.992642,downtown
2032,39.863068,-104.672963,airport
2033,39.734918,-104.964971,downtown
2034,39.752496,-104.955904,city_park
2035,39.72352,-104.990796,downtown
2036,39.73889,-104.961878,city_park
2037,39.776441,-104.87481,central_park
2038,39.7496,-104.946593,city_park
2039,39.744313,-104.990895,downtown
2040,39.750337,-104.974965,downtown
2041,39.702304,-104.971214,wash_park
2042,39.745302,-104.983785,downtown
2043,39.845716,-104.643351,airport
2044,39.740185,-104.958304,city_park
2045,39.773925,-104.880775,central_park
2046,39.690098,-104.967246,wash_park
2047,39.750832,-104.990412,downtown
2048,39.725637,-104.983625,downtown
2049,39.745483,-104.980783,downtown
2050,39.874382,-104.657396,airport
2051,39.797476,-104.872095,central_park
2052,39.713909,-105.010914,downtown
2053,39.747651,-105.006707,downtown
2054,39.736197,-105.005733,downtown
2055,39.742729,-105.007015,downtown
2056,39.734561,-104.952531,city_park
2057,39.739952,-104.954058,city_park
2058,39.710913,-104.964276,wash_park
2059,39.744279,-104.959658,city_park
2060,39.742754,-104.988829,downtown
2061,39.865771,-104.675757,airport
2062,39.864103,-104.659992,airport
2063,39.753998,-104.981038,downtown
2064,39.706782,-104.977771,wash_park
2065,39.848325,-104.673128,airport
2066,39.747198,-105.00195,downtown
2067,39.782901,-104.882489,central_park
2068,39.76603,-104.878036,central_park
2069,39.745498,-104.954222,city_park
2070,39.861531,-104.681542,airport
2071,39.699633,-104.969655,wash_park
2072,39.700202,-104.969545,wash_park
2073,39.847958,-104.689113,airport
2074,39.836695,-104.670148,airport
2075,39.738933,-104.946157,city_park
2076,39.765579,-104.892504,central_park
2077,39.771476,-104.882409,central_park
2078,39.744012,-104.999799,downtown
2079,39.725769,-104.965747,wash_park
2080,39.746733,-104.983959,downtown
2081,39.739257,-104.940799,city_park
2082,39.731194,-105.003194,downtown
2083,39.780317,-104.880906,central_park
2084,39.748017,-104.988983,downtown
2085,39.756469,-104.966768,city_park
2086,39.770892,-104.866584,central_park
2087,39.865802,-104.674744,airport
2088,39.731679,-104.964601,city_park
2089,39.735097,-104.999979,downtown
2090,39.748852,-104.965882,city_park
2091,39.849107,-104.663978,airport
2092,39.7581,-104.972283,city_park
2093,39.696976,-104.972205,wash_park
2094,39.749338,-104.990588,downtown
2095,39.739004,-104.995566,downtown
2096,39.712505,-104.963902,wash_park
2097,39.74279,-105.003229,downtown
2098,39.743308,-105.007013,downtown
2099,39.742753,-105.002349,downtown
2100,39.751131,-104.943419,city_park
2101,39.839848,-104.667798,airport
2102,39.754683,-104.988118,downtown
2103,39.766371,-104.888856,central_park
2104,39.771951,-104.898452,central_park
2105,39.758985,-104.888382,central_park
2106,39.693182,-104.963727,wash_park
2107,39.846675,-104.675293,airport
2108,39.748101,-104.975506,downtown
2109,39.731152,-104.986149,downtown
2110,39.711202,-104.966811,wash_park
2111,39.754439,-104.970473,city_park
2112,39.730991,-104.997574,downtown
2113,39.741879,-104.981884,downtown
2114,39.692513,-104.966567,wash_park
2115,39.746343,-104.957628,city_park
2116,39.744261,-104.983285,downtown
2117,39.701622,-104.97627,wash_park
2118,39.783737,-104.888122,central_park
2119,39.741861,-104.99418,downtown
2120,39.870528,-104.692806,airport
2121,39.738429,-104.941711,city_park
2122,39.754238,-104.997033,downtown
2123,39.751621,-104.977661,downtown
2124,39.753885,-104.888102,central_park
2125,39.779423,-104.888811,central_park
2126,39.772882,-104.878888,central_park
2127,39.698669,-104.956032,wash_park
2128,39.747925,-104.963803,city_park
2129,39.751826,-104.949137,city_park
2130,39.765386,-104.881588,central_park
2131,39.846427,-104.672996,airport
2132,39.76824,-104.873483,central_park
2133,39.876126,-104.679339,airport
2134,39.762162,-104.870567,central_park
2135,39.730869,-104.965865,wash_park
2136,39.864109,-104.68854,airport
2137,39.766078,-104.904709,central_park
2138,39.731065,-104.993658,downtown
2139,39.760591,-104.868342,central_park
2140,39.752439,-105.00788,downtown
2141,39.756429,-104.961438,city_park
2142,39.772349,-104.879784,central_park
2143,39.705627,-104.961786,wash_park
2144,39.7847,-104.893548,central_park
2145,39.773572,-104.897186,central_park
2146,39.751637,-105.006922,downtown
2147,39.762348,-104.882763,central_park
2148,39.700836,-104.994042,wash_park
2149,39.711978,-104.986588,wash_park
2150,39.739892,-104.941932,city_park
2151,39.704157,-104.983148,wash_park
2152,39.752765,-104.984773,downtown
2153,39.857479,-104.679976,airport
2154,39.741993,-104.962514,city_park
2155,39.745797,-104.978195,downtown
2156,39.780735,-104.90281,central_park
2157,39.698032,-104.989576,wash_park
2158,39.723049,-104.987649,downtown
2159,39.732031,-105.011058,downtown
2160,39.70828,-104.958224,wash_park
2161,39.756366,-105.010542,downtown
2162,39.776383,-104.856184,central_park
2163,39.764044,-104.898445,central_park
2164,39.77906,-104.886291,central_park
2165,39.709947,-104.959399,wash_park
2166,39.747725,-104.949827,city_park
2167,39.752725,-104.956951,city_park
2168,39.684365,-104.959314,wash_park
2169,39.745681,-104.960346,city_park
2170,39.712262,-104.947767,wash_park
2171,39.702242,-104.956386,wash_park
2172,39.747588,-105.003053,downtown
2173,39.769407,-104.86734,central_park
2174,39.743285,-104.951336,city_park
2175,39.738173,-104.973705,downtown
2176,39.762131,-104.871689,central_park
2177,39.753336,-104.954584,city_park
2178,39.73386,-105.007427,downtown
2179,39.700787,-104.988924,wash_park
2180,39.742075,-104.987947,downtown
2181,39.741279,-104.964192,downtown
2182,39.796767,-104.896673,central_park
2183,39.856066,-104.677362,airport
2184,39.733,-104.997257,downtown
2185,39.729926,-104.932165,city_park
2186,39.849307,-104.678214,airport
2187,39.766574,-104.965432,city_park
2188,39.734153,-104.976845,downtown
2189,39.741431,-104.987884,downtown
2190,39.752336,-105.006735,downtown
2191,39.712295,-104.974375,wash_park
2192,39.759654,-104.898238,central_park
2193,39.731052,-104.966908,downtown
2194,39.756176,-104.990996,downtown
2195,39.748028,-105.004311,downtown
2196,39.710358,-104.967766,wash_park
2197,39.746768,-104.988218,downtown
2198,39.674894,-104.95475,wash_park
2199,39.781583,-104.882143,central_park
2200,39.693395,-104.968701,wash_park
2201,39.708443,-104.974576,wash_park
2202,39.743468,-104.995881,downtown
2203,39.73123,-104.990826,downtown
2204,39.761136,-104.893143,central_park
2205,39.759667,-104.88754,central_park
2206,39.763146,-104.945474,city_park
2207,39.857843,-104.675489,airport
2208,39.851874,-104.684591,airport
2209,39.874259,-104.680596,airport
2210,39.755655,-104.979272,downtown
2211,39.832209,-104.665186,airport
2212,39.882536,-104.672542,airport
2213,39.864546,-104.67693,airport
2214,39.702529,-105.000002,wash_park
2215,39.856859,-104.67002,airport
2216,39.8546,-104.670065,airport
2217,39.748557,-104.993801,downtown
2218,39.759319,-104.927047,city_park
2219,39.789068,-104.872525,central_park
2220,39.740709,-104.99996,downtown
2221,39.702126,-104.975012,wash_park
2222,39.731492,-104.946034,city_park
2223,39.737092,-104.996142,downtown
2224,39.862011,-104.686218,airport
2225,39.756553,-104.964001,city_park
2226,39.841217,-104.664326,airport
2227,39.696946,-104.9784,wash_park
2228,39.756851,-104.952242,city_park
2229,39.750455,-104.936968,city_park
2230,39.725113,-104.989803,downtown
2231,39.745287,-104.942549,city_park
2232,39.766884,-104.884046,central_park
2233,39.754932,-105.003497,downtown
2234,39.747118,-104.951399,city_park
2235,39.743782,-104.988699,downtown
2236,39.76019,-104.945128,city_park
2237,39.855937,-104.664497,airport
2238,39.734283,-104.990428,downtown
2239,39.858817,-104.666822,airport
2240,39.765724,-104.942728,city_park
2241,39.729795,-104.997188,downtown
2242,39.850509,-104.68031,airport
2243,39.776947,-104.890587,central_park
2244,39.738946,-105.006632,downtown
2245,39.782206,-104.875809,central_park
2246,39.743762,-104.98537,downtown
2247,39.740794,-104.977586,city_park
2248,39.763238,-104.893279,central_park
2249,39.865433,-104.675552,airport
2250,39.852427,-104.684894,airport
2251,39.740381,-104.988881,downtown
2252,39.765616,-104.987126,downtown
2253,39.776165,-104.868211,central_park
2254,39.8432,-104.667092,airport
2255,39.70807,-104.960538,wash_park
2256,39.745928,-104.95459,city_park
2257,39.748161,-104.975015,downtown
2258,39.752995,-104.880762,central_park
2259,39.860008,-104.658844,airport
2260,39.706194,-104.969525,wash_park
2261,39.849692,-104.706261,airport
2262,39.703908,-104.9861,wash_park
2263,39.85317,-104.660278,airport
2264,39.736438,-104.963933,city_park
2265,39.860807,-104.686382,airport
2266,39.694694,-104.972223,wash_park
2267,39.758676,-104.980445,downtown
2268,39.736478,-104.952662,city_park
2269,39.763667,-104.869768,central_park
2270,39.737654,-104.982682,downtown
2271,39.73999,-104.981901,downtown
2272,39.765287,-104.871199,central_park
2273,39.702074,-104.975307,wash_park
2274,39.733109,-105.019833,downtown
2275,39.697433,-104.987308,wash_park
2276,39.710934,-104.992031,wash_park
2277,39.852731,-104.654154,airport
2278,39.860694,-104.667896,airport
2279,39.864456,-104.666328,airport
2280,39.770232,-104.877236,central_park
2281,39.759696,-104.987486,downtown
2282,39.758191,-104.936097,city_park
2283,39.776054,-104.884132,central_park
2284,39.74425,-104.959098,city_park
2285,39.738752,-104.979367,downtown
2286,39.767625,-104.947888,city_park
2287,39.748106,-104.975359,downtown
2288,39.740413,-104.971434,city_park
2289,39.762279,-104.879949,central_park
2290,39.708628,-104.966355,wash_park
2291,39.86097,-104.702229,airport
2292,39.709557,-104.968524,wash_park
2293,39.871244,-104.692842,airport
2294,39.736376,-104.977798,downtown
2295,39.7475,-104.960455,city_park
2296,39.85334,-104.668068,airport
2297,39.695382,-104.965355,wash_park
2298,39.705536,-104.948169,wash_park
2299,39.734981,-104.99046,downtown
2300,39.748288,-104.966345,city_park
2301,39.865799,-104.657334,airport
2302,39.750459,-104.933614,city_park
2303,39.73867,-104.947827,city_park
2304,39.775122,-104.895929,central_park
2305,39.740063,-104.988955,downtown
2306,39.708948,-104.971751,wash_park
2307,39.745153,-104.991114,downtown
2308,39.740048,-105.007901,downtown
2309,39.858924,-104.676081,airport
2310,39.852747,-104.69087,airport
2311,39.745127,-104.94333,city_park
2312,39.84806,-104.677079,airport
2313,39.70606,-104.970816,wash_park
2314,39.717042,-104.994991,downtown
2315,39.698607,-104.967303,wash_park
2316,39.751467,-104.971933,city_park
2317,39.869376,-104.687276,airport
2318,39.750754,-104.945386,city_park
2319,39.731063,-104.973669,downtown
2320,39.726813,-104.943492,wash_park
2321,39.749775,-104.981928,downtown
2322,39.748261,-104.96208,city_park
2323,39.743067,-105.005695,downtown
2324,39.741635,-105.009401,downtown
2325,39.775203,-104.882301,central_park
2326,39.741467,-104.963038,city_park
2327,39.736191,-104.995334,downtown
2328,39.738294,-105.00344,downtown
2329,39.782742,-104.918879,central_park
2330,39.867172,-104.684095,airport
2331,39.740336,-104.961296,city_park
2332,39.742635,-105.008857,downtown
2333,39.85341,-104.687869,airport
2334,39.732991,-104.976302,downtown
2335,39.702077,-104.965829,wash_park
2336,39.706956,-104.974372,wash_park
2337,39.747895,-104.999098,downtown
2338,39.739672,-104.944263,city_park
2339,39.846149,-104.675128,airport
2340,39.728706,-104.990207,downtown
2341,39.758525,-104.960843,city_park
2342,39.774998,-104.890993,central_park
2343,39.737928,-104.99643,downtown
2344,39.708274,-104.974555,wash_park
2345,39.722864,-104.986987,downtown
2346,39.755716,-104.863371,central_park
2347,39.851838,-104.670392,airport
2348,39.861685,-104.671966,airport
2349,39.756488,-104.955575,city_park
2350,39.749418,-104.961423,city_park
2351,39.876315,-104.666045,airport
2352,39.776468,-104.863325,central_park
2353,39.754657,-104.947276,city_park
2354,39.761164,-104.877249,central_park
2355,39.870225,-104.685969,airport
2356,39.745446,-104.971082,city_park
2357,39.693888,-104.970399,wash_park
2358,39.728956,-104.947427,city_park
2359,39.74375,-105.007174,downtown
2360,39.749081,-104.943032,city_park
2361,39.768288,-104.961565,city_park
2362,39.692804,-104.989094,wash_park
2363,39.688959,-104.979354,wash_park
2364,39.700233,-104.972309,wash_park
2365,39.861015,-104.658115,airport
2366,39.868386,-104.668614,airport
2367,39.71813,-104.986431,downtown
2368,39.744996,-104.993249,downtown
2369,39.740917,-104.999064,downtown
2370,39.713249,-104.978437,wash_park
2371,39.697063,-104.977567,wash_park
2372,39.740604,-104.992285,downtown
2373,39.730947,-104.942887,city_park
2374,39.738978,-104.984384,downtown
2375,39.741943,-104.984473,downtown
2376,39.746439,-104.984816,downtown
2377,39.754713,-104.940522,city_park
2378,39.742622,-104.989592,downtown
2379,39.743604,-104.943797,city_park
2380,39.725895,-104.974437,downtown
2381,39.744105,-104.971141,downtown
2382,39.839408,-104.672816,airport
2383,39.750652,-104.952192,city_park
2384,39.7384,-104.947389,city_park
2385,39.750126,-104.930114,city_park
2386,39.753802,-104.994393,downtown
2387,39.722687,-104.997393,downtown
2388,39.735712,-104.987522,downtown
2389,39.863661,-104.643564,airport
2390,39.765381,-104.956931,city_park
2391,39.728458,-104.942819,city_park
2392,39.759179,-104.954916,city_park
2393,39.698469,-104.938868,wash_park
2394,39.749686,-104.995886,downtown
2395,39.861314,-104.68363,airport
2396,39.739054,-104.966754,city_park
2397,39.76373,-104.949454,city_park
2398,39.852962,-104.662268,airport
2399,39.74735,-104.978531,downtown
2400,39.726704,-104.983469,downtown
2401,39.7662,-104.86848,central_park
2402,39.738008,-104.970292,downtown
2403,39.74873,-104.92075,city_park
2404,39.726101,-104.986243,downtown
2405,39.734047,-105.006462,downtown
2406,39.717906,-104.986504,downtown
2407,39.837941,-104.660471,airport
2408,39.705973,-104.98487,wash_park
2409,39.70262,-104.973884,wash_park
2410,39.74656,-105.005879,downtown
2411,39.845063,-104.656175,airport
2412,39.701081,-104.964165,wash_park
2413,39.704575,-104.971476,wash_park
2414,39.757986,-104.960074,city_park
2415,39.747262,-104.989091,downtown
2416,39.769778,-104.88094,central_park
2417,39.850883,-104.655667,airport
2418,39.72971,-104.989857,downtown
2419,39.752132,-105.000916,downtown
2420,39.745365,-104.969302,downtown
2421,39.756878,-104.966357,city_park
2422,39.734085,-104.960633,city_park
2423,39.850781,-104.68781,airport
2424,39.74174,-104.987125,downtown
2425,39.732689,-104.993971,downtown
2426,39.749314,-104.962672,city_park
2427,39.871448,-104.674632,airport
2428,39.747765,-104.939623,city_park
2429,39.761237,-104.961534,city_park
2430,39.794891,-104.875921,central_park
2431,39.755999,-104.955295,city_park
2432,39.846836,-104.671331,airport
2433,39.710314,-104.975708,wash_park
2434,39.729632,-104.983994,downtown
2435,39.740609,-104.985639,downtown
2436,39.872247,-104.670585,airport
2437,39.769009,-104.882826,central_park
2438,39.743616,-104.981405,downtown
2439,39.865488,-104.665864,airport
2440,39.693275,-104.979246,wash_park
2441,39.739188,-104.984567,downtown
2442,39.737393,-104.986921,downtown
2443,39.745761,-105.017974,downtown
2444,39.692579,-104.983921,wash_park
2445,39.852381,-104.676115,airport
2446,39.74768,-104.988136,downtown
2447,39.709794,-104.967509,wash_park
2448,39.764587,-104.881372,central_park
2449,39.869878,-104.666447,airport
2450,39.85337,-104.662403,airport
2451,39.73929,-104.999042,downtown
2452,39.855315,-104.675178,airport
2453,39.753765,-104.97872,city_park
2454,39.843527,-104.649799,airport
2455,39.696449,-104.966954,wash_park
2456,39.749945,-104.980595,downtown
2457,39.740808,-104.997932,downtown
2458,39.851097,-104.680717,airport
2459,39.746278,-104.967849,city_park
2460,39.740229,-104.994355,downtown
2461,39.715884,-104.978369,downtown
2462,39.697196,-104.946854,wash_park
2463,39.710163,-104.961758,wash_park
2464,39.738335,-104.989178,downtown
2465,39.854604,-104.677412,airport
2466,39.758089,-104.975421,city_park
2467,39.750249,-104.947443,city_park
2468,39.774509,-104.895702,central_park
2469,39.846467,-104.705671,airport
2470,39.849685,-104.659934,airport
2471,39.764735,-104.893331,central_park
2472,39.722277,-104.984303,downtown
2473,39.739364,-104.989286,downtown
2474,39.740929,-104.973646,downtown
2475,39.736812,-105.019794,downtown
2476,39.738778,-104.99842,downtown
2477,39.748675,-104.991024,downtown
2478,39.74406,-104.989187,downtown
2479,39.743744,-104.975332,downtown
2480,39.707362,-104.969198,wash_park
2481,39.748749,-104.968106,downtown
2482,39.698198,-104.957106,wash_park
2483,39.758264,-104.987192,downtown
2484,39.787413,-104.882626,central_park
2485,39.74913,-104.96066,city_park
2486,39.769986,-104.876634,central_park
2487,39.692361,-104.994204,wash_park
2488,39.793158,-104.885359,central_park
2489,39.777621,-104.882323,central_park
2490,39.774316,-104.892519,central_park
2491,39.738478,-104.943467,city_park
2492,39.772605,-104.881311,central_park
2493,39.860723,-104.659915,airport
2494,39.703449,-104.966493,wash_park
2495,39.718622,-104.986794,wash_park
2496,39.777664,-104.890405,central_park
2497,39.724691,-104.987054,downtown
2498,39.722542,-104.991383,downtown
2499,39.844369,-104.674511,airport
2500,39.74378,-104.94455,city_park
2501,39.853597,-104.687398,airport
2502,39.720885,-104.974531,downtown
2503,39.862955,-104.671774,airport
2504,39.745753,-104.999429,downtown
2505,39.749162,-105.000354,downtown
2506,39.763608,-104.874209,central_park
2507,39.748567,-104.983745,downtown
2508,39.738332,-104.961759,city_park
2509,39.846061,-104.667667,airport
2510,39.750932,-104.964871,city_park
2511,39.751125,-104.947086,city_park
2512,39.853474,-104.669847,airport
2513,39.690681,-104.971384,wash_park
2514,39.709076,-104.972431,wash_park
2515,39.745694,-104.988389,downtown
2516,39.735145,-104.981347,downtown
2517,39.701751,-104.978787,wash_park
2518,39.740888,-104.970542,wash_park
2519,39.70359,-104.996426,wash_park
2520,39.733514,-104.969063,downtown
2521,39.696605,-104.963043,wash_park
2522,39.849766,-104.684932,airport
2523,39.748398,-104.961807,city_park
2524,39.750403,-104.935253,city_park
2525,39.730527,-104.957092,city_park
2526,39.703088,-104.983151,wash_park
2527,39.70251,-104.962859,wash_park
2528,39.702796,-104.977794,wash_park
2529,39.738956,-104.959175,city_park
2530,39.872684,-104.652945,airport
2531,39.746224,-105.011434,downtown
2532,39.725906,-104.981418,downtown
2533,39.750223,-104.969664,city_park
2534,39.756556,-104.987237,downtown
2535,39.78655,-104.860625,central_park
2536,39.729885,-105.002179,downtown
2537,39.874874,-104.698632,airport
2538,39.72964,-104.980887,downtown
2539,39.749274,-104.980472,downtown
2540,39.751492,-104.958261,city_park
2541,39.736787,-104.9913,downtown
2542,39.849688,-104.673149,airport
2543,39.747151,-104.992559,downtown
2544,39.73715,-104.994153,downtown
2545,39.733101,-104.991156,downtown
2546,39.767548,-104.881274,central_park
2547,39.728091,-104.993408,downtown
2548,39.758446,-104.996995,downtown
2549,39.742125,-104.978025,downtown
2550,39.691565,-104.967424,wash_park
2551,39.762425,-104.892408,central_park
2552,39.855905,-104.672252,airport
2553,39.748491,-104.985561,downtown
2554,39.683329,-104.974262,wash_park
2555,39.759805,-104.88111,central_park
2556,39.700131,-104.94594,wash_park
2557,39.743156,-104.97301,city_park
2558,39.725381,-105.004558,downtown
2559,39.739317,-104.964551,downtown
2560,39.68378,-104.96309,wash_park
2561,39.730114,-104.995315,downtown
2562,39.773808,-104.860786,central_park
2563,39.73344,-104.997485,downtown
2564,39.767366,-104.903197,central_park
2565,39.707991,-104.988767,downtown
2566,39.860089,-104.673841,airport
2567,39.740121,-105.000902,downtown
2568,39.747794,-104.940749,city_park
2569,39.7618,-104.946798,city_park
2570,39.69285,-104.956507,wash_park
2571,39.77133,-104.883934,central_park
2572,39.746922,-104.995613,downtown
2573,39.701258,-104.969569,wash_park
2574,39.749185,-104.92566,city_park
2575,39.74742,-105.011116,downtown
2576,39.743773,-104.989674,downtown
2577,39.729478,-104.992881,downtown
2578,39.740483,-105.008284,downtown
2579,39.73481,-104.983774,downtown
2580,39.736033,-104.997763,downtown
2581,39.865547,-104.692463,airport
2582,39.851633,-104.698719,airport
2583,39.746824,-104.951324,city_park
2584,39.741596,-105.010583,downtown
2585,39.767291,-104.878722,central_park
2586,39.712652,-104.973222,downtown
2587,39.744486,-104.973623,downtown
2588,39.752391,-105.004742,downtown
2589,39.707983,-104.963689,wash_park
2590,39.754941,-104.948311,city_park
2591,39.858626,-104.666107,airport
2592,39.752705,-104.95728,city_park
2593,39.735367,-104.984489,downtown
2594,39.743986,-104.944102,city_park
2595,39.764815,-104.946115,city_park
2596,39.853562,-104.670414,airport
2597,39.734899,-104.974923,downtown
2598,39.782445,-104.87612,central_park
2599,39.77612,-104.890942,central_park
2600,39.749645,-104.904891,central_park
2601,39.844374,-104.702606,airport
2602,39.849097,-104.65887,airport
2603,39.76441,-104.863666,central_park
2604,39.741021,-104.940859,city_park
2605,39.845527,-104.662136,airport
2606,39.713746,-105.00901,downtown
2607,39.723334,-105.007374,downtown
2608,39.737923,-105.010434,downtown
2609,39.865109,-104.669426,airport
2610,39.743117,-104.983685,downtown
2611,39.751168,-104.9978,downtown
2612,39.771898,-104.895689,central_park
2613,39.728721,-105.006221,downtown
2614,39.762308,-104.957436,city_park
2615,39.75836,-104.986852,downtown
2616,39.739806,-104.975378,downtown
2617,39.768654,-104.892805,central_park
2618,39.853493,-104.689824,airport
2619,39.743298,-104.943322,city_park
2620,39.741805,-104.993635,downtown
2621,39.73553,-104.995255,downtown
2622,39.750435,-104.981533,downtown
2623,39.711679,-104.973661,wash_park
2624,39.737848,-105.000539,downtown
2625,39.705199,-104.962527,wash_park
2626,39.736797,-104.977534,downtown
2627,39.853713,-104.652974,airport
2628,39.749129,-104.992375,downtown
2629,39.728132,-104.985174,downtown
2630,39.7062,-104.992162,wash_park
2631,39.714725,-104.96854,wash_park
2632,39.773755,-104.912032,central_park
2633,39.865336,-104.657867,airport
